year,baseline_region,site,species,site_counts_total,density_60m2_mean,density_60m2_sd,density_m2_mean,density_m2_sd
2015,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,31,7.75,6.994045086119096,0.12916666666666665,0.11656741810198493
2015,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,593,98.83333333333334,124.27617095270786,1.6472222222222221,2.0712695158784644
2015,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,64,10.666666666666666,9.395034149308168,0.17777777777777778,0.15658390248846948
2015,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,520,86.66666666666666,87.44064653618857,1.4444444444444444,1.457344108936476
2015,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,64,12.8,14.805404418657398,0.21333333333333332,0.24675674031095662
2015,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,494,82.33333333333333,69.15682660928468,1.3722222222222222,1.1526137768214115
2015,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,33,5.5,4.847679857416329,0.09166666666666666,0.08079466429027214
2015,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,261,43.5,13.065221008463652,0.725,0.21775368347439417
2015,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,235,58.75,25.395209522007622,0.9791666666666667,0.4232534920334604
2015,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,2505,417.5,547.1324336940737,6.958333333333334,9.11887389490123
2015,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,55,9.166666666666666,6.968978882638881,0.15277777777777776,0.11614964804398134
2015,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,433,72.16666666666667,31.47326908134372,1.2027777777777777,0.524554484689062
2015,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,29,7.25,7.455423082115014,0.12083333333333332,0.12425705136858356
2015,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,956,159.33333333333334,283.2939580482906,2.655555555555556,4.721565967471511
2015,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,101,25.25,14.974979131871937,0.42083333333333334,0.24958298553119895
2015,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,286,47.666666666666664,85.60529578633945,0.7944444444444444,1.426754929772324
2015,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,192,32,27.828043409481737,0.5333333333333333,0.4638007234913623
2015,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,2939,489.8333333333333,351.14693031075564,8.16388888888889,5.8524488385125935
2015,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,110,18.333333333333332,16.366632722300167,0.3055555555555556,0.27277721203833616
2015,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,873,145.5,100.7745007429955,2.425,1.6795750123832582
2015,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,183,36.6,27.40072991728505,0.61,0.45667883195475084
2015,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,1302,217,158.40707054926557,3.6166666666666663,2.6401178424877596
2015,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,278,55.6,64.91764012962886,0.9266666666666666,1.0819606688271477
2015,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,839,139.83333333333334,112.85817058001014,2.3305555555555557,1.880969509666836
2015,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,146,36.5,21.07921567168317,0.6083333333333334,0.35132026119471954
2015,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,3829,638.1666666666666,1079.5073722150612,10.636111111111111,17.991789536917683
2015,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,128,32,20.445048300260872,0.5333333333333333,0.34075080500434796
2015,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,3098,516.3333333333334,503.5373537947971,8.605555555555554,8.392289229913285
2015,CENTRAL,PINOS,Mesocentrotus franciscanus,536,107.2,73.95742018215617,1.7866666666666666,1.232623669702603
2015,CENTRAL,PINOS,Strongylocentrotus purpuratus,1730,288.3333333333333,163.8739352876676,4.805555555555555,2.73123225479446
2015,CENTRAL,SIREN,Mesocentrotus franciscanus,41,6.833333333333333,7.026141662866375,0.11388888888888889,0.11710236104777291
2015,CENTRAL,SIREN,Strongylocentrotus purpuratus,177,29.5,28.766299727285052,0.49166666666666664,0.4794383287880841
2015,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,140,23.333333333333336,29.00804486115303,0.3888888888888889,0.48346741435255053
2015,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,2760,460,597.1328160468155,7.666666666666666,9.95221360078026
2015,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,141,23.5,10.765686229869418,0.39166666666666666,0.17942810383115695
2015,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,3287,547.8333333333333,718.5522713530775,9.130555555555556,11.975871189217958
2015,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,212,35.333333333333336,21.153407920868602,0.5888888888888889,0.3525567986811434
2015,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,9765,1627.5,1392.2572678926838,27.125,23.204287798211396
2016,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,491,81.83333333333333,59.37479824527125,1.363888888888889,0.989579970754521
2016,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,2832,472,249.5395760195164,7.866666666666666,4.158992933658607
2016,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,140,28,26.645825188948457,0.4666666666666667,0.4440970864824742
2016,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,1697,282.83333333333337,290.2105557464557,4.713888888888889,4.836842595774262
2016,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,50,8.333333333333332,13.170674495509584,0.1388888888888889,0.21951124159182642
2016,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,944,157.33333333333331,151.18024562311925,2.6222222222222222,2.519670760385321
2016,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,85,14.166666666666666,3.2506409624359724,0.2361111111111111,0.05417734937393288
2016,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,1916,319.3333333333333,210.46963359750183,5.322222222222222,3.5078272266250305
2016,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,287,47.833333333333336,33.4927852927562,0.7972222222222223,0.5582130882126035
2016,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,13123,2187.1666666666665,1060.9745362951303,36.452777777777776,17.682908938252172
2016,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,72,12,10.392304845413264,0.2,0.17320508075688776
2016,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,653,108.83333333333334,80.44480509434196,1.8138888888888887,1.3407467515723661
2016,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,44,7.333333333333333,6.345602151621757,0.12222222222222222,0.1057600358603626
2016,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,706,117.66666666666667,78.55104497501397,1.961111111111111,1.3091840829168992
2016,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,30,6,3.9370039370059056,0.1,0.06561673228343178
2016,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,432,72,74.92396145426375,1.2,1.2487326909043959
2016,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,60,12,11.597413504743201,0.2,0.19329022507905336
2016,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,311,51.83333333333333,53.994135484019615,0.8638888888888889,0.8999022580669936
2016,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,127,25.4,21.709444949145983,0.42333333333333334,0.36182408248576636
2016,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,2099,349.8333333333333,324.81220215174596,5.830555555555556,5.4135367025290995
2016,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,131,26.2,15.482247898803328,0.43666666666666665,0.2580374649800555
2016,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,551,91.83333333333333,69.60579477792541,1.5305555555555557,1.1600965796320901
2016,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,281,46.833333333333336,31.86481863539579,0.7805555555555556,0.5310803105899298
2016,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,1242,207,146.1396592304772,3.45,2.4356609871746198
2016,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,336,56,50.27922035990614,0.9333333333333333,0.8379870059984356
2016,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,612,102,101.31337522755818,1.7,1.6885562537926362
2016,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,325,65,45.348649373492925,1.0833333333333333,0.7558108228915488
2016,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,2139,356.5,358.68133489212954,5.941666666666666,5.9780222482021586
2016,CENTRAL,PINOS,Mesocentrotus franciscanus,569,113.8,85.52017305875847,1.8966666666666667,1.4253362176459747
2016,CENTRAL,PINOS,Strongylocentrotus purpuratus,1049,174.83333333333334,150.74006324354076,2.9138888888888888,2.512334387392346
2016,CENTRAL,SIREN,Mesocentrotus franciscanus,20,4,3.9370039370059056,0.06666666666666667,0.06561673228343175
2016,CENTRAL,SIREN,Strongylocentrotus purpuratus,345,57.5,30.124740662784138,0.9583333333333333,0.5020790110464023
2016,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,40,8,6.670832032063167,0.13333333333333333,0.11118053386771945
2016,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,648,129.6,117.77648322139694,2.16,1.9629413870232828
2016,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,81,16.2,14.237275020171522,0.27,0.23728791700285873
2016,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,4061,676.8333333333333,1245.0786989851954,11.280555555555555,20.75131164975326
2016,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,173,43.25,32.159757461772,0.7208333333333333,0.5359959576962
2016,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,439,109.75,51.13625589214238,1.8291666666666666,0.8522709315357063
2016,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,214,35.666666666666664,35.13782387494516,0.5944444444444444,0.5856303979157528
2016,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,10089,1681.5,920.1414565163337,28.025000000000002,15.335690941938894
2017,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,207,51.75,24.12985702402731,0.8625,0.4021642837337884
2017,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,2737,456.1666666666667,412.9679971458644,7.602777777777778,6.882799952431074
2017,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,187,37.4,31.651224304914336,0.6233333333333333,0.5275204050819056
2017,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,2067,344.5,232.43730337447988,5.741666666666667,3.8739550562413316
2017,CENTRAL,BUTTERFLY_DC,Mesocentrotus franciscanus,278,55.6,38.409634208099405,0.9266666666666666,0.6401605701349901
2017,CENTRAL,BUTTERFLY_DC,Strongylocentrotus purpuratus,606,101,72.04720674668796,1.6833333333333333,1.2007867791114661
2017,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,627,125.4,96.01718596168084,2.0900000000000003,1.6002864326946806
2017,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,2619,436.5,261.46261683078137,7.2749999999999995,4.357710280513023
2017,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,424,84.8,68.33154469203811,1.4133333333333333,1.138859078200635
2017,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,4213,842.6,618.6940277714017,14.043333333333333,10.311567129523363
2017,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,132,22,16.161683080669537,0.3666666666666667,0.26936138467782567
2017,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,1410,235,111.42351636885277,3.916666666666667,1.857058606147546
2017,CENTRAL,CYPRESS_PT_DC,Mesocentrotus franciscanus,125,62.5,61.518289963229634,1.0416666666666665,1.0253048327204939
2017,CENTRAL,CYPRESS_PT_DC,Strongylocentrotus purpuratus,2334,1167,479.4183976444792,19.450000000000003,7.990306627407988
2017,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,359,59.83333333333333,55.50285277953437,0.9972222222222222,0.925047546325573
2017,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,4726,787.6666666666666,375.4233166262675,13.127777777777778,6.257055277104458
2017,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,120,20,12.853015210447703,0.3333333333333333,0.21421692017412838
2017,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,1131,188.5,121.05659833317637,3.1416666666666666,2.0176099722196064
2017,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,303,50.5,33.086250920888574,0.8416666666666667,0.5514375153481429
2017,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,5843,973.8333333333333,750.5457791944916,16.230555555555554,12.509096319908195
2017,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,232,38.666666666666664,32.36458970335738,0.6444444444444445,0.5394098283892897
2017,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,3649,608.1666666666666,452.1408703785433,10.136111111111111,7.535681172975721
2017,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,400,66.66666666666666,75.50011037519526,1.1111111111111112,1.2583351729199208
2017,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,3813,635.5,204.71907580877752,10.591666666666667,3.4119845968129585
2017,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,99,24.75,8.261355820929152,0.41250000000000003,0.13768926368215256
2017,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,592,148,117.04130325088946,2.466666666666667,1.950688387514824
2017,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,283,47.166666666666664,13.452385166455302,0.7861111111111111,0.2242064194409217
2017,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,1907,317.8333333333333,84.42610180901796,5.2972222222222225,1.407101696816966
2017,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,159,26.5,24.841497539399672,0.44166666666666665,0.41402495898999453
2017,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,768,128,50.011998560345496,2.1333333333333333,0.8335333093390916
2017,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,561,93.5,88.51158116314497,1.5583333333333333,1.4751930193857494
2017,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,3129,521.5,373.5418316601234,8.691666666666666,6.225697194335392
2017,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,328,54.666666666666664,39.76765855147455,0.911111111111111,0.6627943091912424
2017,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,3076,512.6666666666666,257.3858322959262,8.544444444444444,4.289763871598771
2017,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,639,106.5,113.06414108814518,1.7750000000000001,1.8844023514690862
2017,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,1811,301.8333333333333,194.8008384649991,5.030555555555556,3.2466806410833184
2017,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,460,76.66666666666667,64.26715075889601,1.2777777777777777,1.0711191793149333
2017,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,3262,543.6666666666666,433.26789249454737,9.06111111111111,7.221131541575789
2017,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,347,57.833333333333336,39.33658178676264,0.9638888888888889,0.655609696446044
2017,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,21465,3577.5,4005.1519197154057,59.62500000000001,66.75253199525676
2017,CENTRAL,PINOS,Mesocentrotus franciscanus,374,74.8,80.27888888119963,1.2466666666666666,1.3379814813533275
2017,CENTRAL,PINOS,Strongylocentrotus purpuratus,4845,807.5,1676.7612531305701,13.458333333333332,27.946020885509505
2017,CENTRAL,SIREN,Mesocentrotus franciscanus,69,11.5,12.84912448379266,0.19166666666666668,0.2141520747298777
2017,CENTRAL,SIREN,Strongylocentrotus purpuratus,1256,209.33333333333334,176.55896087898418,3.488888888888889,2.9426493479830693
2017,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,100,16.666666666666668,6.918574034197124,0.2777777777777778,0.11530956723661874
2017,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,5414,902.3333333333333,1672.0602461235262,15.038888888888888,27.86767076872543
2017,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,182,36.4,24.141251003210254,0.6066666666666667,0.4023541833868375
2017,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,771,128.5,126.27074087055955,2.1416666666666666,2.1045123478426593
2017,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,90,15,16.186414056238647,0.25,0.26977356760397747
2017,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,3826,637.6666666666667,779.8496436279667,10.627777777777776,12.997494060466112
2017,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,364,60.666666666666664,33.140106618215135,1.011111111111111,0.5523351103035856
2017,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,5181,863.5,889.5645563982414,14.391666666666666,14.826075939970687
2018,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,352,88,61.02458520956943,1.4666666666666666,1.0170764201594904
2018,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,5346,891,770.6547865289621,14.85,12.844246442149368
2018,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,340,56.666666666666664,34.08029733829602,0.9444444444444444,0.5680049556382669
2018,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,3427,571.1666666666666,260.84203393369455,9.519444444444444,4.347367232228243
2018,CENTRAL,BUTTERFLY_DC,Mesocentrotus franciscanus,162,27,28.865203966021095,0.45,0.4810867327670183
2018,CENTRAL,BUTTERFLY_DC,Strongylocentrotus purpuratus,690,115,92.07388337634076,1.9166666666666667,1.5345647229390125
2018,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,345,57.5,48.471641193588646,0.9583333333333333,0.8078606865598109
2018,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,3930,655,571.5291768580148,10.916666666666666,9.525486280966915
2018,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,239,59.75,42.99903099683372,0.9958333333333333,0.7166505166138952
2018,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,1661,276.8333333333333,197.05777494599562,4.613888888888889,3.2842962490999272
2018,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,132,22,6.29285308902091,0.3666666666666667,0.10488088481701516
2018,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,3650,608.3333333333333,866.3423495747317,10.13888888888889,14.439039159578863
2018,CENTRAL,CYPRESS_PT_DC,Mesocentrotus franciscanus,333,66.6,33.967631651323586,1.11,0.5661271941887265
2018,CENTRAL,CYPRESS_PT_DC,Strongylocentrotus purpuratus,7496,1249.3333333333333,1282.3655745015406,20.822222222222223,21.37275957502568
2018,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,529,88.16666666666666,83.41802363198654,1.4694444444444446,1.3903003938664424
2018,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,6220,1036.6666666666667,755.5545424829809,17.27777777777778,12.592575708049683
2018,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,398,66.33333333333333,71.4889268814875,1.1055555555555554,1.1914821146914583
2018,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,1944,324,268.9460912525036,5.3999999999999995,4.482434854208393
2018,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,208,41.6,32.62361108154645,0.6933333333333334,0.5437268513591074
2018,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,2400,400,332.47435991366314,6.666666666666666,5.541239331894386
2018,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,262,52.4,26.745093007877163,0.8733333333333333,0.4457515501312861
2018,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,4128,688,508.74512282674516,11.466666666666667,8.479085380445753
2018,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,444,74,38.82782507429434,1.2333333333333334,0.6471304179049057
2018,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,5394,899,407.00663385257,14.983333333333333,6.783443897542834
2018,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,98,24.5,11,0.4083333333333333,0.18333333333333332
2018,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,1835,305.8333333333333,523.0905912618451,5.097222222222222,8.71817652103075
2018,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,187,37.4,30.385851970942003,0.6233333333333333,0.5064308661823667
2018,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,1416,236,248.2965968353171,3.933333333333333,4.138276613921952
2018,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,415,69.16666666666667,52.16288591198408,1.1527777777777777,0.8693814318664013
2018,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,10375,1729.1666666666667,1866.870045468261,28.819444444444443,31.114500757804347
2018,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,256,42.666666666666664,65.99898989126021,0.711111111111111,1.0999831648543368
2018,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,4395,732.5,891.2101323481461,12.208333333333334,14.853502205802434
2018,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,1141,190.16666666666666,126.17989802922914,3.1694444444444443,2.1029983004871524
2018,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,4214,702.3333333333334,442.62610255910874,11.705555555555556,7.37710170931848
2018,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,608,101.33333333333333,43.39431606404998,1.6888888888888889,0.7232386010674998
2018,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,6020,1003.3333333333334,647.6893288195095,16.72222222222222,10.794822146991825
2018,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,385,96.25,59.12345840132606,1.6041666666666665,0.9853909733554344
2018,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,3610,601.6666666666666,620.6630862768195,10.027777777777779,10.344384771280325
2018,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,267,44.5,21.658716490133944,0.7416666666666667,0.36097860816889904
2018,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,8080,1346.6666666666667,1019.8356076675626,22.444444444444446,16.99726012779271
2018,CENTRAL,PINOS,Mesocentrotus franciscanus,257,42.833333333333336,39.30097539077964,0.7138888888888889,0.655016256512994
2018,CENTRAL,PINOS,Strongylocentrotus purpuratus,1222,203.66666666666666,141.0498729764287,3.394444444444445,2.350831216273811
2018,CENTRAL,SIREN,Mesocentrotus franciscanus,383,63.833333333333336,48.5609582552349,1.0638888888888889,0.809349304253915
2018,CENTRAL,SIREN,Strongylocentrotus purpuratus,1963,327.1666666666667,249.44371442605376,5.4527777777777775,4.15739524043423
2018,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,106,17.666666666666668,5.853773711604051,0.29444444444444445,0.09756289519340086
2018,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,2885,480.83333333333337,511.44673883667167,8.01388888888889,8.524112313944528
2018,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,143,28.6,26.500943379434627,0.4766666666666666,0.44168238965724377
2018,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,1146,191,265.8849375199731,3.183333333333333,4.4314156253328845
2018,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,252,42,23.11709324287982,0.7,0.3852848873813304
2018,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,6450,1075,887.1252448217218,17.916666666666664,14.785420747028699
2018,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,308,51.333333333333336,23.491842555803633,0.8555555555555556,0.39153070926339395
2018,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,21604,3600.666666666667,3686.5309800226373,60.01111111111111,61.442183000377284
2019,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,257,51.4,32.323366161339074,0.8566666666666667,0.5387227693556512
2019,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,3978,663,487.4230195630896,11.05,8.12371699271816
2019,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,295,59,51.836280730777744,0.9833333333333333,0.8639380121796291
2019,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,3160,526.6666666666666,288.97727707670487,8.777777777777779,4.816287951278414
2019,CENTRAL,BUTTERFLY_DC,Mesocentrotus franciscanus,674,112.33333333333333,79.39437427593133,1.8722222222222222,1.3232395712655223
2019,CENTRAL,BUTTERFLY_DC,Strongylocentrotus purpuratus,12122,2020.3333333333335,2177.0426423629524,33.67222222222222,36.28404403938254
2019,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,341,56.833333333333336,43.282405971325886,0.9472222222222222,0.7213734328554314
2019,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,2228,371.3333333333333,193.64675743907168,6.188888888888889,3.2274459573178618
2019,CENTRAL,CYPRESS_PT_DC,Mesocentrotus franciscanus,151,30.2,23.209911675833666,0.5033333333333333,0.38683186126389446
2019,CENTRAL,CYPRESS_PT_DC,Strongylocentrotus purpuratus,5774,962.3333333333333,788.5996872093385,16.038888888888888,13.143328120155644
2019,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,472,94.4,48.946910014831374,1.5733333333333333,0.8157818335805229
2019,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,6382,1063.6666666666667,404.321983902269,17.727777777777778,6.738699731704483
2019,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,93,15.5,15.98436736314578,0.2583333333333333,0.2664061227190963
2019,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,1439,239.83333333333334,58.99971751344804,3.9972222222222222,0.983328625224134
2019,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,249,49.8,34.222799417931896,0.8300000000000001,0.570379990298865
2019,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,9065,1510.8333333333335,1741.1523100138788,25.180555555555557,29.019205166897986
2019,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,432,72,23.94159560263267,1.2,0.39902659337721125
2019,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,4573,762.1666666666666,320.989356002137,12.702777777777778,5.349822600035617
2019,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,395,65.83333333333333,20.53695855443709,1.0972222222222223,0.34228264257395147
2019,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,7937,1322.8333333333333,755.4218468290858,22.04722222222222,12.590364113818096
2019,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,288,48,35.41750979388585,0.8,0.5902918298980975
2019,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,5017,836.1666666666666,532.0633107691853,13.936111111111112,8.867721846153088
2019,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,411,68.5,89.2854971425931,1.1416666666666666,1.4880916190432183
2019,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,3531,588.5,700.8867954241969,9.808333333333334,11.681446590403278
2019,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,475,79.16666666666667,48.026728669217796,1.3194444444444444,0.8004454778202967
2019,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,5568,928,941.9488308820177,15.466666666666667,15.699147181366962
2019,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,486,81,56.71331413345547,1.35,0.9452219022242578
